"","stop_id","Main_Street_or_Station","Cross_Street","Stop_Lat","Stop_Lon","Routes_Final","Direction_Final"
"2267","149044","POLAR ROCK TER SW","POLAR ROCK RD SW",33.695526,-84.394639,"155, 155","SB/WB, NB/EB"
"2268","149045","LAKEWOOD AVE","LAKEWOOD WAY",33.698895,-84.392884,"42, 178","SB/WB, NB/EB"
"2269","149046","HARPER RD SE","SWALLOW CIR SE",33.696378,-84.38571,"155","SB/WB"
"2270","149047","LAKEWOOD AVE","MACON DR",33.699098,-84.392123,"178","SB/WB"
"2271","149051","MACON DR SW","2145",33.695721,-84.389805,"178","SB/WB"
"2272","149053","MACON DR SW","LANG DR",33.694772,-84.390271,"178","SB/WB"
"2273","149055","MACON DR SW","2315",33.691284,-84.391462,"178","SB/WB"
"2274","149060","HARPER RD SE","SWALLOW CIR SE",33.696023,-84.385612,"155","NB/EB"
"2275","149064","MACON DR SW","OLD HAPEVILLE RD SW",33.688671,-84.390462,"178","SB/WB"
"2276","149072","MACON DR","2144",33.695747,-84.389298,"178","NB/EB"
"2277","150010","JONESBORO RD SE","MIDWAY ST SE",33.689999,-84.364154,"4, 55","NB/EB, SB/WB"
"2278","150022","MCWILLIAMS RD SE","CAREY DR SE",33.688788,-84.36978,"78","NB/EB"
"2279","150024","MCWILLIAMS RD SE","660",33.688718,-84.366641,"78","NB/EB"
"2280","150026","MCWILLIAMS RD SE","JONESBORO RD SE",33.688701,-84.36411,"78","NB/EB"
"2281","150028","JONESBORO RD SE","MIDWAY ST SE",33.689892,-84.364035,"55","NB/EB"
"2282","150030","JONESBORO RD SE","2267",33.691608,-84.365311,"55","NB/EB"
"2283","150032","JONESBORO RD SE","CONSTITUTION RD SE",33.692951,-84.366409,"55","NB/EB"
"2284","150034","JONESBORO RD SE","HARPER RD SE",33.696167,-84.369141,"55","NB/EB"
"2285","150036","HARPER RD SE","BURROUGHS AVE SE",33.696943,-84.371154,"55","NB/EB"
"2286","150048","BROWNS MILL RD SE","BROMACK DR SE",33.68772,-84.377709,"78","NB/EB"
"2287","150050","MCWILLIAMS RD SE","BROWNS MILL RD SE",33.688787,-84.373875,"78","NB/EB"
"2288","150058","HARPER RD SE","MEADOR AVE SE",33.696984,-84.380279,"155","SB/WB"
"2289","150060","HARPER RD SE","RHINEHILL RD SE",33.696823,-84.379051,"155","NB/EB"
"2290","150062","HARPER RD SE","359",33.696904,-84.377444,"155","NB/EB"
"2291","150064","NORTH POINT PKWY","GREAT OAKS WAY",34.061846,-84.265327,"140","NB/EB"
"2292","150069","JONESBORO RD SE","CLEVELAND AVE SE",33.680394,-84.367349,"55, 78","SB/WB, NB/EB"
"2293","150154","JONESBORO RD SE","CLEVELAND AVE SE",33.680709,-84.366896,"55","NB/EB"
"2294","150156","FORREST PARK RD SE","2155",33.694976,-84.36036,"4","SB/WB"
"2295","150160","BROWNS MILL RD SE","LYDIA DR SE",33.686072,-84.378838,"78","NB/EB"
"2296","150162","NORTH POINT PKWY","GREAT OAKS WAY",34.062669,-84.265402,"140","SB/WB"
"2297","150179","BROWNS MILL RD SE","LINDA LN SE",33.68334,-84.382442,"78","NB/EB"
"2298","150192","NORTH POINT PKWY","GREAT OAKS WAY",34.056712,-84.26938,"140","NB/EB"
"2299","150196","NORTH POINT PKWY","ROYAL DR",34.05884,-84.266388,"140","NB/EB"
"2300","150204","NORTH POINT PKWY","ROYAL DR",34.059126,-84.266551,"140","SB/WB"
"2301","150208","NORTH POINT PKWY","GREAT OAKS WAY (S)",34.057356,-84.269292,"140","SB/WB"
"2302","150214","NORTH POINT PKY","ROYAL BLVD S",34.055338,-84.271713,"140","SB/WB"
"2303","151008","THOMASVILLE DR SE","KIPLING ST SE",33.697521,-84.355402,"4","NB/EB"
"2304","151010","THOMASVILLE DR SE","TURNER RD SE",33.697593,-84.355402,"4","SB/WB"
"2305","151012","THOMASVILLE DR SE","THOMASVILLE CT SE",33.697252,-84.357346,"4","SB/WB"
"2306","151014","THOMASVILLE DR SE","THOMASVILLE CT",33.697476,-84.357911,"4","NB/EB"
"2307","151016","FORREST PARK RD SE","NORWOOD RD SE",33.696848,-84.36004,"4","NB/EB"
"2308","151020","FORREST PARK RD SE","NORWOOD RD SE",33.696956,-84.360138,"4","SB/WB"
"2309","151030","VALLEY VIEW RD SE","STONEWALL DR SE",33.690843,-84.35578,"4","SB/WB"
"2310","151032","VALLEY VIEW RD SE","1056",33.691631,-84.353423,"4","SB/WB"
"2311","151034","REDFORD DR","NATHAM DR",33.687826,-84.356713,"4","SB/WB"
"2312","151040","CONSTITUTION RD SE","STONEWALL DR SE",33.692875,-84.357095,"4","NB/EB"
"2313","151054","FORREST PARK RD SE","NATHAM DR SE",33.689404,-84.360039,"4","NB/EB"
"2314","151056","FORREST PARK RD SE","STONEWALL DR SE",33.690899,-84.35997,"4","NB/EB"
"2315","151058","FORREST PARK RD SE","CONSTITUTION RD",33.692863,-84.359932,"4","NB/EB"
"2316","151059","CONSTITUTION RD SE","JONESBORO RD SE",33.693471,-84.366296,"4, 4","NB/EB, SB/WB"
"2317","151060","METRO TRANSITIONAL CENTER",NA,33.688895,-84.337031,"49, 49","NB/EB, SB/WB"
"2318","151088","MORELAND AVE","KEY RD",33.695544,-84.349644,"4, 49","SB/WB, SB/WB"
"2319","151090","REGIS RD SE","CONSTITUTION RD SE",33.692455,-84.350708,"4","SB/WB"
"2320","151092","VALLEY VIEW RD","LOCUST LN SE",33.69113,-84.351869,"4","SB/WB"
"2321","151100","STONEWALL DR SE","OHARA PL SE",33.691595,-84.356725,"4","SB/WB"
"2322","151109","VALLEY VIEW RD SE","1086",33.691437,-84.352416,"4","SB/WB"
"2323","151110","VALLEY VIEW RD SE","LEILA LN SE",33.69087,-84.354922,"4","SB/WB"
"2324","151122","FORREST PARK RD SE","STONEWALL DR SE",33.691174,-84.360352,"4","SB/WB"
"2325","151124","FORREST PARK RD SE","MIDWAY ST SE",33.689859,-84.360329,"4","SB/WB"
"2326","151130","REBEL FOREST DR SE","FORREST PARK RD",33.688134,-84.360042,"4","NB/EB"
"2327","151132","REDFORD DR SE","FORREST PARK RD SE",33.688801,-84.35982,"4","SB/WB"
"2328","151134","REDFORD DR SE","955",33.688577,-84.358016,"4","SB/WB"
"2329","151138","REBEL FOREST DR SE","NATHAM DR SE",33.687351,-84.357299,"4","NB/EB"
"2330","151142","MORELAND AVE SE","KEY RD SE",33.695759,-84.349524,"4, 49","NB/EB, NB/EB"
"2331","151144","REDFORD DR SE","REBEL FOREST DR SE",33.686264,-84.355156,"4, 4","NB/EB, SB/WB"
"2332","151148","FORREST PARK RD SE","CONSTITUTION RD SE",33.693259,-84.360169,"4","SB/WB"
"2333","151152","REGIS RD SE","CONSTITUTION RD SE",33.692396,-84.350364,"4","NB/EB"
"2334","151156","CONSTITUTION RD","FORREST PARK RD",33.693232,-84.359593,"4","SB/WB"
"2335","152004","BOULDERCREST RD SE","WESTSIDE PL",33.690283,-84.32014,"32","SB/WB"
"2336","152006","BOULDERCREST RD SE","2156",33.693531,-84.321457,"32","NB/EB"
"2337","152008","BOULDERCREST RD SE","2321",33.690166,-84.31762,"32","SB/WB"
"2338","152010","BOULDERCREST RD SE","2290",33.69046,-84.319466,"32","NB/EB"
"2339","152012","BOULDERCREST RD SE","CONSTITUTION RD",33.688823,-84.313785,"32","SB/WB"
"2340","152014","BOULDERCREST RD SE","2326",33.690327,-84.317253,"32","NB/EB"
"2341","152016","BOULDERCREST RD SE","CHERRY VALLEY DR",33.690113,-84.316034,"32","NB/EB"
"2342","152018","BOULDERCREST RD","CONSTITUTION RD",33.688911,-84.31414,"32","NB/EB"
"2343","152020","BOULDERCREST RD SE","CLIFTON CHURCH RD",33.688344,-84.311363,"32","SB/WB"
"2344","152022","BOULDERCREST RD SE","CLIFTON CHURCH RD SE",33.688635,-84.311483,"32","NB/EB"
"2345","152024","BOULDERCREST RD SE","BOULDERCREST LN SE",33.687122,-84.310646,"32","NB/EB"
"2346","152028","BOULDERCREST RD","CONTINENTAL WAY",33.685851,-84.31081,"32","SB/WB"
"2347","152056","BOULDERCREST RD","2151",33.693533,-84.321938,"32","SB/WB"
"2348","153007","CLIFTON SPRINGS RD","CLIFTON FARM DR",33.691663,-84.282826,"34","NB/EB"
"2349","153008","CLIFTON SPRINGS RD","FLAT SHOALS PKY",33.692477,-84.261633,"114","SB/WB"
"2350","153009","CLIFTON SPRINGS RD","CLIFTON SPRINGS MNR",33.692318,-84.286671,"34","NB/EB"
"2351","153010","CLIFTON SPRINGS RD","3240",33.691669,-84.263443,"114","SB/WB"
"2352","153011","CLIFTON SPRINGS RD","AYLESBURY LOOP",33.693777,-84.294375,"34","NB/EB"
"2353","153012","CLIFTON SPRINGS RD","N LANIER PKY",33.690833,-84.268253,"114","SB/WB"
"2354","153013","CLIFTON SPRINGS RD","CORBIN AVE",33.697477,-84.296715,"34","NB/EB"
"2355","153014","CLIFTON SPRINGS RD","PANTHERSVILLE RD",33.69104,-84.271171,"114","SB/WB"
"2356","153015","CLIFTON SPRINGS WAY","CLIFTON CHURCH RD",33.69928,-84.30101,"34","NB/EB"
"2357","153016","PANTHERSVILLE RD","CLIFTON SPRINGS RD",33.692661,-84.271812,"15","NB/EB"
"2358","153017","CLIFTON SPRINGS RD","TARIAN DR",33.699189,-84.298547,"34","NB/EB"
"2359","153018","CLIFTON SPRINGS RD","2946",33.69069,-84.276132,"34","NB/EB"
"2360","153019","CLIFTON SPRINGS RD","CORBIN AVE",33.69771,-84.29717,"34","SB/WB"
"2361","153020","PANTHERSVILLE RD","GLEN HOLLOW DR",33.69693,-84.271095,"15","NB/EB"
"2362","153021","CLIFTON SPRINGS RD","AYLESBURY LOOP",33.69341,-84.29413,"34","SB/WB"
"2363","153022","PANTHERSVILLE RD","GLEN HOLLOW DR",33.697262,-84.271384,"15","SB/WB"
"2364","153023","CLIFTON SPRINGS RD","CLIFTON SPRINGS MNR",33.692138,-84.286796,"34","SB/WB"
"2365","153024","CLIFTON SPRINGS RD","2946",33.69047,-84.2765,"34","SB/WB"
"2366","153026","CLIFTON SPRINGS RD","PINE HILL RD",33.694557,-84.295199,"34","NB/EB"
"2367","153027","CLIFTON SPRINGS RD","WILDCAT RD",33.69134,-84.282273,"34","SB/WB"
"2368","153028","GSU/PERIMETER COLLEGE - DECATUR CAMPUS",NA,33.689564,-84.272682,"34, 34, 114, 114","NB/EB, SB/WB, SB/WB, NB/EB"
"2369","153030","PANTHERSVILLE RD","3303",33.687854,-84.272618,"15","SB/WB"
"2370","153031","PANTHERSVILLE RD","RIVER SUMMIT LN",33.675878,-84.277024,"15","NB/EB"
"2371","153032","PANTHERSVILLE RD","ROVENA CT",33.681472,-84.273459,"15","SB/WB"
"2372","153033","PANTHERSVILLE RD","RIVER TREE DR",33.678806,-84.276599,"15","SB/WB"
"2373","153035","PANTHERSVILLE RD","RIVER SUMMIT LN",33.676317,-84.277133,"15","SB/WB"
"2374","153036","PANTHERSVILLE RD","ROVENA CT",33.681347,-84.273502,"15","NB/EB"
"2375","153037","PANTHERSVILLE RD","RIVER TREE DR",33.67927,-84.27625,"15","NB/EB"
"2376","153038","RIVER RD","OAKVALE RD",33.674092,-84.265666,"15","NB/EB"
"2377","153040","RIVER RD","GRAY BIRCH DR",33.673957,-84.264037,"15","NB/EB"
"2378","153042","RIVER RD","OAKVALE RD",33.674011,-84.265981,"15","SB/WB"
"2379","153044","RIVER RD","CONLEY DOWNS LN",33.673804,-84.263776,"15","SB/WB"
"2380","153046","RIVER RD","RIVERSIDE PKWY",33.673768,-84.262386,"15","SB/WB"
"2381","153048","RIVER RD","RIVERSIDE PKWY",33.673839,-84.26231,"15","NB/EB"
"2382","153054","PANTHERSVILLE RD","3073",33.694069,-84.271553,"15","NB/EB"
"2383","153056","PANTHERSVILLE RD","3073",33.694227,-84.271929,"15","SB/WB"
"2384","153058","PANTHERSVILLE RD","CLIFTON SPRINGS RD",33.692428,-84.272235,"15","SB/WB"
"2385","153060","CLIFTON SPRINGS RD","PINE SPRINGS MNR",33.69205,-84.288909,"34","NB/EB"
"2386","153062","CLIFTON SPRINGS RD","BUNNY LN",33.691764,-84.291158,"34","NB/EB"
"2387","153064","CLIFTON SPRINGS RD","BUNNY LN",33.69163,-84.29129,"34","SB/WB"
"2388","153078","COLUMBIA DR","FLATSHOALS PKWY",33.692977,-84.260611,"114","SB/WB"
"2389","153090","PANTHERSVILLE RD","CLIFTON SPRINGS RD",33.69054,-84.272432,"15, 34","SB/WB, SB/WB"
"2390","153094","COLUMBIA DR","OLIVE TREE CT",33.692604,-84.255696,"114","NB/EB"
"2391","153096","COLUMBIA DR","NECTARINE CIR",33.692797,-84.257331,"114","NB/EB"
"2392","153098","RIVER RD","RIVER RIDGE CT",33.673611,-84.270618,"15","NB/EB"
"2393","153100","RIVER RD","RIVER RIDGE CT",33.673574,-84.270898,"15","SB/WB"
"2394","153108","COLUMBIA DR","FLAT SHOALS PKWY",33.693091,-84.259881,"114","NB/EB"
"2395","153112","RIVER RD","PANTHERSVILLE RD",33.673488,-84.276624,"15","SB/WB"
"2396","153116","RIVER RD","CONLEY DOWNS DR",33.673332,-84.268631,"15","SB/WB"
"2397","153118","RIVER RD","SEABASS RD",33.67423,-84.274158,"15","NB/EB"
"2398","153122","RIVER RD","PANTHERSVILLE RD",33.673614,-84.277265,"15","NB/EB"
"2399","153126","PANTHERSVILLE RD","CLIFTON SPRINGS RD",33.689868,-84.272399,"15, 114","NB/EB, NB/EB"
"2400","153128","RIVER RD","CONLEY DOWNS DR",33.673395,-84.268707,"15","NB/EB"
"2401","153130","COLUMBIA DR","PEPPERTREE CIR",33.69302,-84.25497,"114","SB/WB"
"2402","153132","PANTHERSVILLE RD","CLIFTON SPRINGS R",33.685782,-84.272336,"15","NB/EB"
"2403","153134","PANTHERSVILLE RD","OAKVALE RD",33.685911,-84.272887,"15","SB/WB"
"2404","154002","RIVER RD","LANDGRAF COVE",33.674285,-84.258378,"15","SB/WB"
"2405","154003","RIVER RD","RIVERSIDE CSWY",33.674048,-84.256352,"15","SB/WB"
"2406","154004","RIVER RD","WALDROP RD",33.674377,-84.258003,"15","NB/EB"
"2407","154006","RIVER RD","WELLHAUN RD",33.674201,-84.253263,"15","NB/EB"
"2408","154008","RIVER RD","RIVERCHASE DR",33.672425,-84.248096,"15","SB/WB"
"2409","154010","RIVER RD","RIVERCHASE DR",33.672658,-84.248171,"15","NB/EB"
"2410","154014","COLUMBIA DR","PEPPERTREE CIR",33.693214,-84.257416,"114","SB/WB"
"2411","154018","COLUMBIA DR","SPRINGSIDE XING",33.693469,-84.253002,"114","NB/EB"
"2412","154020","COLUMBIA DR","SPRINGSIDE RUN",33.696144,-84.25161,"114","NB/EB"
"2413","154022","RIVER RD","WELLHAUN RD",33.673975,-84.253499,"15","SB/WB"
"2414","154024","RIVER RD","RIVERVIEW CHASE DR",33.668763,-84.247035,"15","SB/WB"
"2415","154026","RIVER RD","RIVERVIEW CHASE DR",33.668691,-84.246861,"15","NB/EB"
"2416","154028","COLUMBIA DR","SPRINGSIDE XING",33.693971,-84.252831,"114","SB/WB"
"2417","154030","COLUMBIA DR","SPRINGSIDE RUN",33.697166,-84.252032,"114","SB/WB"
"2418","154032","RIVER RD","KRISTA LN",33.67436,-84.249636,"15","NB/EB"
"2419","154034","RIVER RD","KRISTA LN",33.674396,-84.249853,"15","SB/WB"
"2420","158002","JEFFERSON TER","CLEVELAND AVE",33.681385,-84.427391,"79","SB/WB"
"2421","158004","CLEVELAND AVE","WINBURN TERR",33.680683,-84.428879,"78, 79","SB/WB, SB/WB"
"2422","158006","PORSCHE AVE","PERKINS ST",33.657122,-84.406624,"193","SB/WB"
"2423","158008","PORSCHE AVE","PERKINS ST",33.657488,-84.407029,"193","NB/EB"
"2424","158034","CALHOUN AVE","1101",33.672203,-84.42394,"192, 192","NB/EB, SB/WB"
"2425","158044","MARIA HEAD TER","CALHOUN AVE",33.669893,-84.423927,"192, 192","NB/EB, SB/WB"
"2426","158046","CLEVELAND AVE","WINBURN TER",33.680514,-84.429099,"78, 79","NB/EB, NB/EB"
"2427","158052","JEFFERSON TER","E FORREST AVE",33.681895,-84.427211,"79","NB/EB"
"2428","158054","JEFFERSON TER","WINBURN DR",33.683622,-84.4273,"79","NB/EB"
"2429","158084","CLEVELAND AVE","BAYARD ST",33.679537,-84.431085,"78, 79","NB/EB, NB/EB"
"2430","158102","SYLVAN RD","CLEVELAND AVE",33.681651,-84.418652,"79, 172","NB/EB, SB/WB"
"2431","158106","SYLVAN RD","CEDAR AVE",33.677444,-84.418777,"172","SB/WB"
"2432","158110","SYLVAN RD","BAKER DR",33.670184,-84.418942,"172","SB/WB"
"2433","158112","SYLVAN RD","3107",33.668179,-84.419119,"172","SB/WB"
"2434","158114","SYLVAN RD","N CENTRAL AVE",33.665815,-84.418763,"172","SB/WB"
"2435","158116","SYLVAN RD","N CENTRAL AVE",33.664517,-84.418382,"172","SB/WB"
"2436","158118","N CENTRAL AVE","STILLWOOD DR",33.662783,-84.415708,"172","SB/WB"
"2437","158122","TOFFIE TER","VIRGINIA AVE",33.659083,-84.429624,"192","SB/WB"
"2438","158124","TOFFIE TER","VIRGINIA AVE",33.65885,-84.42957,"192","NB/EB"
"2439","158126","N OUTER LOOP RD","WOOLMAN PL",33.657652,-84.42757,"192","NB/EB"
"2440","158128","INNER LOOP RD","WOOLMAN PL",33.657438,-84.426419,"192","SB/WB"
"2441","158136","VIRGINIA AVE","LANG AVE",33.658989,-84.42131,"172","SB/WB"
"2442","158138","VIRGINIA AVE","ELKINS ST",33.658822,-84.420112,"172","NB/EB"
"2443","158140","VIRGINIA AVE","ELKINS ST",33.658947,-84.420052,"172","SB/WB"
"2444","158142","VIRGINIA AVE","OAK RIDGE AVE",33.658779,-84.418201,"172","NB/EB"
"2445","158144","VIRGINIA AVE","OAK RIDGE AVE",33.65892,-84.41819,"172","SB/WB"
"2446","158156","N CENTRAL AVE","STILLWOOD DR",33.662837,-84.415665,"172","NB/EB"
"2447","158158","N CENTRAL AVE","SYLVAN RD",33.664115,-84.418197,"172","NB/EB"
"2448","158160","SYLVAN RD","3107",33.66848,-84.41874,"172","NB/EB"
"2449","158162","SYLVAN RD","BAKER DR",33.670112,-84.418855,"172","NB/EB"
"2450","158164","SYLVAN RD","3032",33.67358,-84.41871,"172","NB/EB"
"2451","158166","SYLVAN RD","POPLAR ST",33.674332,-84.418755,"172","NB/EB"
"2452","158172","SYLVAN RD","GLENWAY DR",33.682296,-84.418415,"79, 172","SB/WB, NB/EB"
"2453","158178","CLEVELAND AVE","SPRINGDALE RD",33.681269,-84.415534,"78","NB/EB"
"2454","158180","SPRINGDALE RD SW","GLENWAY DR",33.68285,-84.41502,"79","NB/EB"
"2455","158182","METROPOLITAN PKY SW","CONNELL AVE SW",33.683387,-84.407912,"95","SB/WB"
"2456","158184","METROPOLITAN PKY SW","CLEVELAND AVE S",33.681481,-84.407747,"95","SB/WB"
"2457","158186","METROPOLITAN PKY SW","CLEVELAND AVE",33.679462,-84.408348,"95","SB/WB"
"2458","158188","METROPOLITAN PKY SW","2799",33.678105,-84.408656,"95","SB/WB"
"2459","158190","METROPOLITAN PKY SW","STEVE DR SW",33.675774,-84.408905,"95","SB/WB"
"2460","158192","METROPOLITAN PKY SW","GRAND AVE SW",33.673851,-84.409004,"95","SB/WB"
"2461","158194","METROPOLITAN PKY SW","MT ZION RD SW",33.673092,-84.408867,"95","SB/WB"
"2462","158196","DOGWOOD DR","COFIELD DR",33.672203,-84.408882,"95","SB/WB"
"2463","158198","DOGWOOD DR","GORDON CIR",33.670402,-84.408801,"95","SB/WB"
"2464","158200","DOGWOOD DR","OAK DR",33.668602,-84.408913,"95","SB/WB"
"2465","158202","DOGWOOD DR","COLEMAN ST",33.666759,-84.409042,"95","SB/WB"
"2466","158206","DOGWOOD DR","3293",33.663948,-84.408951,"95","SB/WB"
"2467","158208","DOGWOOD DR","MARINA ST",33.662571,-84.409576,"95","SB/WB"
"2468","158210","DOGWOOD DR","KING ARNOLD ST",33.661314,-84.409903,"95","SB/WB"
"2469","158212","WILLINGHAM DR","PENNSYLVANIA ST",33.666725,-84.432273,"193","SB/WB"
"2470","158214","WILLINGHAM DR","BACHELOR AVE",33.666217,-84.430687,"193","SB/WB"
"2471","158216","WILLINGHAM DR","BOBBY BROWN PKWY",33.665413,-84.42846,"193","SB/WB"
"2472","158222","WILLINGHAM DR","1053",33.664325,-84.423828,"193","SB/WB"
"2473","158226","WILLINGHAM DR","COLVILLE AVE",33.662808,-84.417696,"193","SB/WB"
"2474","158234","S CENTRAL AVE","FULTON AVE",33.658419,-84.408776,"193","SB/WB"
"2475","158238","S CENTRAL AVE","PERKINS ST",33.657624,-84.40744,"193","SB/WB"
"2476","158244","SYLVAN RD","CEDAR AVE",33.67722,-84.41872,"172","NB/EB"
"2477","158246","SYLVAN RD","S FREDELL CIR",33.67918,-84.418526,"172","NB/EB"
"2478","158248","SYLVAN RD","CLEVELAND AVE",33.680786,-84.418488,"172","NB/EB"
"2479","158252","N CENTRAL AVE","LAVISTA DR",33.65489,-84.40198,"95","NB/EB"
"2480","158258","S CENTRAL AVE","PERKINS ST",33.658089,-84.408044,"193","NB/EB"
"2481","158260","S CENTRAL AVE","FULTON AVE",33.658646,-84.408952,"193","NB/EB"
"2482","158268","WILLINGHAM DR","COLVILLE AVE",33.66301,-84.41817,"193","NB/EB"
"2483","158272","WILLINGHAM DR","1053",33.664379,-84.423561,"193","NB/EB"
"2484","158280","WILLINGHAM DR","NORMAN BERRY DR",33.665386,-84.428199,"193","NB/EB"
"2485","158282","WILLINGHAM DR","BACHELOR AVE",33.666288,-84.430785,"193","NB/EB"
"2486","158284","WILLINGHAM DR","PENNSYLVANIA ST",33.666717,-84.432089,"193","NB/EB"
"2487","158286","CLEVELAND AVE","RANDALL ST",33.679523,-84.433418,"78, 79","SB/WB, SB/WB"
"2488","158288","CLEVELAND AVE","BAYARD ST",33.679518,-84.432041,"78, 79","SB/WB, SB/WB"
"2489","158303","METROPOLITAN PKWY","OLD JONESBORO RD",33.677004,-84.408742,"95","SB/WB"
"2490","158306","CLEVELAND AVE SW","757",33.681315,-84.413243,"78","SB/WB"
"2491","158308","CLEVELAND AVE SW","786",33.681225,-84.413862,"78","NB/EB"
"2492","158309","CLEVELAND AVE SW","SPRINGDALE RD SW",33.681367,-84.416012,"78, 79","SB/WB, SB/WB"
"2493","158310","CLEVELAND AVE SW","METROPOLITAN PKWY",33.68118,-84.40826,"78","NB/EB"
"2494","158312","CLEVELAND AVE SW","DEARWOOD DR SW",33.681232,-84.405075,"78","NB/EB"
"2495","158314","CLEVELAND AVE SW","3RD AVE SW",33.68118,-84.402881,"78","NB/EB"
"2496","158316","CLEVELAND AVE SW","BEELER DR SW",33.681263,-84.401062,"78","SB/WB"
"2497","158318","CLEVELAND AVE SW","THIRD AVE",33.68127,-84.40239,"78","SB/WB"
"2498","158320","CLEVELAND AVE SW","DEARWOOD DR SW",33.681303,-84.405325,"78","SB/WB"
"2499","158322","CLEVELAND AVE SW","METROPOLITAN PKWY SW",33.681346,-84.407551,"78","SB/WB"
"2500","158324","DOGWOOD DR","NORTH AVE",33.665417,-84.408928,"95","SB/WB"
"2501","158350","METROPOLITAN PKY","OLD JONESBORO RD",33.677058,-84.408427,"95","NB/EB"
"2502","158352","DOGWOOD DR","MORELAND WAY",33.670261,-84.408516,"95","NB/EB"
"2503","158354","DOGWOOD DR","OAK DR",33.668171,-84.408508,"95","NB/EB"
"2504","158356","DOGWOOD DR","3310",33.66388,-84.40853,"95","NB/EB"
"2505","158358","KING ARNOLD ST","FULTON AVE",33.65958,-84.408745,"95","SB/WB"
"2506","158362","KING ARNOLD ST","CLAIRE DR",33.658443,-84.406158,"95","SB/WB"
"2507","158363","KING ARNOLD ST","500",33.658064,-84.404952,"95","SB/WB"
"2508","158364","CLEVELAND AVE","JEFFERSON TER",33.681403,-84.426841,"78","NB/EB"
"2509","158366","CLEVELAND AVE","JEFFERSON TER",33.681483,-84.426765,"78","SB/WB"
"2510","158372","CLEVELAND AVE","BLOUNT ST",33.681414,-84.423572,"78","NB/EB"
"2511","158374","CLEVELAND AVE","BLOUNT ST",33.681477,-84.423431,"78","SB/WB"
"2512","158378","CLEVELAND AVE","ELSINORE ST",33.681346,-84.42002,"78","NB/EB"
"2513","158384","N CENTRAL AVE","371",33.654189,-84.400226,"95","NB/EB"
"2514","158390","VIRGINIA AVE","LANG AVE",33.658785,-84.4216,"172","NB/EB"
"2515","158392","SYLVAN RD","FREDELL PL",33.679315,-84.418863,"172","SB/WB"
"2516","158402","KING ARNOLD ST","LAVISTA DR",33.655967,-84.401785,"95","SB/WB"
"2517","158404","CLEVELAND AVE","SYLVAN RD",33.681418,-84.418815,"78","SB/WB"
"2518","158406","VIRGINIA AVE","CLAY PL",33.658736,-84.416757,"172","NB/EB"
"2519","158408","ATLANTA AVE","COLLEGE ST",33.657739,-84.41067,"172","SB/WB"
"2520","158410","ATLANTA AVE","COLLEGE ST",33.657675,-84.410588,"172","NB/EB"
"2521","158412","ATLANTA AVE","DOUG DAVIS DR",33.656519,-84.411792,"172","SB/WB"
"2522","158414","DOUG DAVIS DR","VIRGINIA AVE",33.658505,-84.415987,"172","SB/WB"
"2523","158416","DOUG DAVIS DR","CLAY PL",33.658298,-84.415899,"172","NB/EB"
"2524","158418","DOUG DAVIS DR","ATLANTA AVE",33.656483,-84.412314,"172","NB/EB"
"2525","158420","SPRINGDALE RD","CLEVELAND AVE",33.68162,-84.414943,"79","NB/EB"
"2526","158422","SPRINGDALE RD SW","CLEVELAND AVE",33.681511,-84.41532,"79","SB/WB"
"2527","158424","SYLVAN RD","N CENTRAL AVE",33.665922,-84.41864,"172","NB/EB"
"2528","159002","EMPIRE BLVD SW","BROWNS MILL RD SE",33.65673,-84.391184,"178","NB/EB"
"2529","159004","EMPIRE BLVD SW","3485",33.658871,-84.391609,"178","NB/EB"
"2530","159006","EMPIRE BLVD SW","EMPIRE WAY SW",33.661137,-84.391724,"178","NB/EB"
"2531","159007","EMPIRE BLVD SW","HOLLOW TREE LN SW",33.662861,-84.391721,"178","NB/EB"
"2532","159008","EMPIRE BLVD SW","WARD DR SW",33.666538,-84.392387,"178","NB/EB"
"2533","159010","EMPIRE BLVD SW","OAK DR SW",33.668922,-84.393247,"178","NB/EB"
"2534","159012","EMPIRE BLVD SW","GLENROSE CIR SW",33.67064,-84.393194,"178","NB/EB"
"2535","159014","EMPIRE BLVD SW","MT ZION RD SW",33.672592,-84.393394,"178","NB/EB"
"2536","159016","HAPEVILLE RD SW","2909",33.674873,-84.393288,"178","NB/EB"
"2537","159018","HAPEVILLE RD SW","WATERS RD SW",33.676933,-84.39328,"178","NB/EB"
"2538","159020","HAPEVILLE RD SW","OLD HAPEVILLE RD SW",33.678596,-84.393196,"178","NB/EB"
"2539","159024","BROWNS MILL RD SE","CLEVELAND AVE SE",33.67926,-84.384506,"178","SB/WB"
"2540","159042","BROWNS MILL RD SE","MACEDONIA RD SE",33.665097,-84.380289,"178","SB/WB"
"2541","159044","RUBY H HARPER BLVD SE","3371",33.663391,-84.380592,"178","SB/WB"
"2542","159046","RUBY H HARPER BLVD SE","SIMCA ST SE",33.66201,-84.38065,"178","SB/WB"
"2543","159048","RUBY H HARPER BLVD SE","3447",33.660272,-84.380481,"178","SB/WB"
"2544","159050","RUBY H HARPER BLVD SE","BLAIR VILLA DR",33.658039,-84.380882,"178","SB/WB"
"2545","159058","CLEVELAND AVE","FORREST HILLS DR",33.681082,-84.400882,"78","NB/EB"
"2546","159080","CLEVELAND AVE SE","LOIS LN SE",33.681046,-84.387697,"178","SB/WB"
