OID_,Join_Count,TARGET_FID,Join_Cou_1,TARGET_F_1,Field1,stop_id,Main_Stree,Cross_Stre,Stop_Lat,Stop_Lon,Routes_Fin,Direction_,NAME,NAME_1,CLASS,CNTY_FIPS,FID_1,PLACEFIPS,POPULATION,POP_CLASS,POP_SQMI,SQMI
1367,1,1368,1,1368,1368,126086,ENGLEWOOD AVE SE,460,33.722042000000002,-84.373665000000003,49,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1368,1,1369,1,1369,1369,126088,ENGLEWOOD AVE SE,MAILING AVE SE,33.722031999999999,-84.375635000000003,49,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1369,1,1370,1,1370,1370,126092,HILL ST SE,1110,33.722651999999997,-84.378494000000003,49,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1370,1,1371,1,1371,1371,126094,HILL ST SE,1064,33.725470999999999,-84.378456000000000,49,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1371,1,1372,1,1372,1372,126096,HILL ST SE,FARRINGTON AVE,33.726470999999997,-84.378506999999999,49,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1372,1,1373,1,1373,1373,126097,HILL ST SE,TUSKEGEE ST SE,33.728538999999998,-84.378465000000006,49,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1373,1,1374,1,1374,1374,126098,CUSTER AVE SE,BOULEVARD SE,33.717075999999999,-84.367633999999995,9,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1374,1,1375,1,1375,1375,126102,CUSTER AVE SE,930,33.717089000000001,-84.357495999999998,9,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1375,1,1376,1,1376,1376,126104,LAKEWOOD AVE SE,MILLER REED AVE SE,33.714306000000001,-84.380843999999996,155,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1376,1,1377,1,1377,1377,126106,LAKEWOOD AVE SE,ANNE ST SE,33.713219000000002,-84.380882000000000,155,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1377,1,1378,1,1378,1378,126108,LAKEWOOD AVE SE,ANNE ST SE,33.712952000000001,-84.380554000000004,155,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1378,1,1379,1,1379,1379,126120,BOULEVARD SE,BURROUGHS ST,33.718319999999999,-84.368482000000000,"9, 49","SB/WB, NB/EB",Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1379,1,1380,1,1380,1380,126122,BOULEVARD SE,ENGLEWOOD AVE SE,33.720790999999998,-84.368397000000002,"9, 49","SB/WB, NB/EB",Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1380,1,1381,1,1381,1381,126123,HILL ST SE,TUSKEGEE ST SE,33.728467000000002,-84.378551999999999,49,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1381,1,1382,1,1382,1382,126124,HILL ST SE,FARRINGTON AVE,33.726551000000001,-84.378572000000005,49,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1382,1,1383,1,1383,1383,126128,ENGLEWOOD AVE,HILL ST,33.722127000000000,-84.378382000000002,49,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1383,1,1384,1,1384,1384,126130,BOULEVARD SE,ENGLEWOOD AVE SE,33.721507000000003,-84.368571000000003,"9, 49","NB/EB, SB/WB",Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1384,1,1385,1,1385,1385,126132,BOULEVARD SE,BURROUGHS ST,33.718186000000003,-84.368590999999995,"9, 49","NB/EB, SB/WB",Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1385,1,1386,1,1386,1386,126134,HILL ST SE,ORMOND ST,33.731456999999999,-84.378444999999999,49,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1386,1,1387,1,1387,1387,126136,HILL ST SE,ATLANTA AVE,33.730238999999997,-84.378466000000003,49,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1387,1,1388,1,1388,1388,126142,MCDONOUGH BLVD SE,ELLEBY RD SE,33.710275000000003,-84.361242000000004,49,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1388,1,1389,1,1389,1389,127012,MORELAND AVE SE,CUSTER AVE SE,33.715604999999996,-84.349574000000004,"4, 832","SB/WB, NB/EB",Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1389,1,1390,1,1390,1390,127016,MORELAND AVE SE,EASTLAND RD SE,33.719068999999998,-84.349586000000002,"4, 832","SB/WB, NB/EB",Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1390,1,1391,1,1391,1391,127020,MORELAND AVE SE,UNITED AVE,33.724538000000003,-84.349521999999993,4,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1391,1,1392,1,1392,1392,127021,MORELAND AVE,VICKERS ST,33.721871000000000,-84.349500000000006,"4, 832","SB/WB, NB/EB",Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1392,1,1393,1,1393,1393,127022,UNITED AVE,MORELAND AVE SE,33.724001000000001,-84.349609000000001,832,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1393,1,1394,1,1394,1394,127024,UNITED AVE,MORELAND AVE SE,33.724235999999998,-84.350020999999998,832,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1394,1,1395,1,1395,1395,127026,UNITED AVE,GILBERT ST,33.724376999999997,-84.350924000000006,832,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1395,1,1396,1,1396,1396,127028,UNITED AVE,GILBERT ST SE,33.724421999999997,-84.350776999999994,832,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1396,1,1397,1,1397,1397,127030,UNITED AVE,1089,33.724690000000002,-84.352044000000006,832,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1397,1,1398,1,1398,1398,127032,UNITED AVE,1098,33.724800000000002,-84.352035999999998,832,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1398,1,1399,1,1399,1399,127033,UNITED AVE,WOODLAND AVE,33.725279999999998,-84.353065000000001,832,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1399,1,1400,1,1400,1400,127034,UNITED AVE,WOODLAND AVE SE,33.725520000000003,-84.353179999999995,832,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1400,1,1401,1,1401,1401,127036,UNITED AVE,ALLOWAY PL,33.726345000000002,-84.355598000000001,832,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1401,1,1402,1,1402,1402,127038,UNITED AVE,ALLOWAY PL SE,33.726433000000000,-84.355698000000004,832,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1402,1,1403,1,1403,1403,127040,UNITED AVE,UNDERWOOD AVE,33.726640000000003,-84.357185000000001,832,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1403,1,1404,0,1404,1404,127044,CUSTER AVE SE,1278,33.715820000000001,-84.346378999999999,9,SB/WB,DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1404,1,1405,1,1405,1405,127046,MORELAND AVE SE,CUSTER AVE SE,33.715201999999998,-84.349395999999999,4,NB/EB,DeKalb,Atlanta,city,089,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1405,1,1406,0,1406,1406,127050,MORELAND AVE SE,EASTLAND RD SE,33.718871999999998,-84.349423000000002,"4, 832","NB/EB, SB/WB",DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1406,1,1407,0,1407,1407,127052,MORELAND AVE SE,VILLAGE CREEK LNDG,33.722183999999999,-84.349423999999999,"4, 832","NB/EB, SB/WB",DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1407,1,1408,1,1408,1408,127053,MORELAND AVE,SKY HAVEN RD,33.724376999999997,-84.349349000000004,4,NB/EB,DeKalb,Atlanta,city,089,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1408,1,1409,1,1409,1409,127056,WOODLAND AVE SE,WOODLAND CIR SE,33.713509000000002,-84.353020000000001,832,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1409,1,1410,1,1410,1410,127058,WOODLAND AVE SE,CUSTER AVE SE,33.715372000000002,-84.352914999999996,"832, 832","NB/EB, SB/WB",Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1410,1,1411,1,1411,1411,127064,CUSTER AVE SE,MORELAND AVE SE,33.715488000000001,-84.348965000000007,9,NB/EB,DeKalb,Atlanta,city,089,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1411,1,1412,1,1412,1412,127068,CUSTER AVE SE,BENTEEN PARK DR SE,33.717123000000001,-84.361636000000004,9,SB/WB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1412,1,1413,1,1413,1413,127082,CUSTER AVE SE,WOODLAND AVE SE,33.715710999999999,-84.353235999999995,9,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1413,1,1414,1,1414,1414,127084,CUSTER AVE SE,FUNSTON AVE SE,33.717032000000003,-84.365396000000004,9,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1414,1,1415,1,1415,1415,127086,CUSTER AVE SE,930,33.716971999999998,-84.358136999999999,9,NB/EB,Fulton,Atlanta,city,121,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1415,1,1416,1,1416,1416,128002,FLAT SHOALS RD SE,FAYETTEVILLE RD,33.725740000000002,-84.322354000000004,74,NB/EB,DeKalb,Atlanta,city,089,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1416,1,1417,0,1417,1417,128004,FLAT SHOALS RD SE,2063,33.724449000000000,-84.320116999999996,74,NB/EB,DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1417,1,1418,0,1418,1418,128006,FLAT SHOALS RD SE,KEYSTONE DR,33.723421999999999,-84.318550999999999,74,NB/EB,DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1418,1,1419,1,1419,1419,128008,BOULDERVIEW DR SE,1882,33.704059000000001,-84.313109999999995,34,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1419,1,1420,1,1420,1420,128010,BOULDERVIEW DR SE,ROLLINGWOOD LN,33.704200999999998,-84.316032000000007,34,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1420,1,1421,1,1421,1421,128012,ROLLINGWOOD LN SE,2796,33.705581000000002,-84.315607999999997,34,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1421,1,1422,1,1422,1422,128013,ROLLINGWOOD LN SE,2740,33.707079999999998,-84.314980000000006,34,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1422,1,1423,1,1423,1423,128016,ROLLINGWOOD LN SE,2684,33.708435999999999,-84.313064999999995,34,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1423,1,1424,1,1424,1424,128018,ROLLINGWOOD LN SE,FLINTWOOD DR,33.710155000000000,-84.312250000000006,34,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1424,1,1425,1,1425,1425,128020,FLINTWOOD DR SE,FLAGSTONE DR,33.710349999999998,-84.315029999999993,34,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1425,1,1426,1,1426,1426,128022,VICKI LN SE,FLAGSTONE DR,33.711247000000000,-84.315010000000001,34,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1426,1,1427,1,1427,1427,128024,VICKI LN SE,1897,33.711089999999999,-84.312809999999999,34,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1427,1,1428,1,1428,1428,128026,WELLAND AVE SE,BRANNEN RD SE,33.715435999999997,-84.311955999999995,9,SB/WB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1428,1,1429,1,1429,1429,128028,BRANNEN RD SE,BOULDER RD SE,33.715525999999997,-84.313531999999995,9,SB/WB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1429,1,1430,1,1430,1430,128030,BRANNEN RD SE,2190,33.715052000000000,-84.315432999999999,9,SB/WB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1430,1,1431,1,1431,1431,128032,BRANNEN RD SE,2154,33.715060000000001,-84.317470000000000,9,SB/WB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1431,1,1432,1,1432,1432,128034,BRANNEN RD SE,FLAGSTONE DR SE,33.714829999999999,-84.319270000000003,9,SB/WB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1432,1,1433,1,1433,1433,128036,BRANNEN RD SE,ROCKCLIFF RD SE,33.714801000000001,-84.320594000000000,9,SB/WB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1433,1,1434,1,1434,1434,128038,BRANNEN RD SE,DIANNE CT SE,33.715347999999999,-84.323212999999996,9,SB/WB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1434,1,1435,1,1435,1435,128042,BRANNEN RD SE,CECILIA DR SE,33.717424000000001,-84.325843000000006,9,SB/WB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1435,1,1436,1,1436,1436,128048,BOULDERCREST DR SE,FAYETTEVILLE RD SE,33.719403000000000,-84.330026000000004,32,NB/EB,DeKalb,Atlanta,city,089,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1436,1,1437,1,1437,1437,128050,BOULDERCREST DR SE,SMITH ST SE,33.721469999999997,-84.331417000000002,32,NB/EB,DeKalb,Atlanta,city,089,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1437,1,1438,1,1438,1438,128052,BOULDERCREST DR SE,MARY DELL DR SE,33.722777000000001,-84.331939000000006,32,NB/EB,DeKalb,Atlanta,city,089,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1438,1,1439,1,1439,1439,128054,BOULDERCREST DR SE,WAINWRIGHT DR SE,33.723832999999999,-84.332177999999999,32,NB/EB,DeKalb,Atlanta,city,089,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1439,1,1440,1,1440,1440,128056,BOULDERCREST DR SE,LOCHLAND RD SE,33.725363999999999,-84.332504000000000,32,NB/EB,DeKalb,Atlanta,city,089,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1440,1,1441,1,1441,1441,128058,BOULDERCREST DR SE,SMITH ST SE,33.721631000000002,-84.331624000000005,32,SB/WB,DeKalb,Atlanta,city,089,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1441,1,1442,1,1442,1442,128060,BOULDERCREST DR SE,SARGENT AVE SE,33.720610000000001,-84.330929999999995,32,NB/EB,DeKalb,Atlanta,city,089,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1442,1,1443,1,1443,1443,128062,CECILIA DR SE,BOULDERCREST RD SE,33.717097000000003,-84.329346999999999,9,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1443,1,1444,1,1444,1444,128064,BRANNEN RD SE,ROCKCLIFF RD SE,33.714739000000002,-84.320680999999993,9,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1444,1,1445,1,1445,1445,128068,BRANNEN RD SE,FLAGSTONE DR SE,33.714550000000003,-84.319609999999997,9,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1445,1,1446,1,1446,1446,128070,ROLLINGWOOD LN SE,FLINTWOOD DR SE,33.710011999999999,-84.312370000000001,34,SB/WB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1446,1,1447,1,1447,1447,128074,BOULDERCREST RD SE,2000,33.698098000000002,-84.324321999999995,32,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1447,1,1448,1,1448,1448,128076,BOULDERCREST RD SE,SUGAR CREEK LN SE,33.701279000000000,-84.326080000000005,32,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1448,1,1449,1,1449,1449,128078,BOULDERCREST RDSE,MARY LOU LN SE,33.702556000000001,-84.326320999999993,32,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1449,1,1450,0,1450,1450,128082,BOULDERCREST RD,GATES DR SE,33.707783999999997,-84.328733000000000,32,NB/EB,DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1450,1,1451,1,1451,1451,128084,BOULDERCREST RD SE,SUGAR MILL DR,33.709842000000002,-84.330037000000004,32,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1451,1,1452,1,1452,1452,128086,BOULDERCREST RD SE,BOULDERWOODS DR,33.710889999999999,-84.329580000000007,32,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1452,1,1453,1,1453,1453,128088,BOULDERCREST RD SE,FOXHALL LN SE,33.712375999999999,-84.329352000000000,32,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1453,1,1454,1,1454,1454,128092,BOULDERCREST RD SE,1470,33.714863999999999,-84.329711000000003,32,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1454,1,1455,1,1455,1455,128094,BOULDERCREST RD SE,CECILIA DR SE,33.716448999999997,-84.329841000000002,32,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1455,1,1456,0,1456,1456,128104,EASTLAND RD SE,GLYNN DR SE,33.718738999999999,-84.337280000000007,9,SB/WB,DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1456,1,1457,0,1457,1457,128108,EASTLAND RD SE,MCKENZIE TRCE SE,33.718516000000001,-84.338948000000002,9,SB/WB,DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1457,1,1458,0,1458,1458,128110,CUSTER AVE SE,EASTLAND RD SE,33.718533000000001,-84.340598999999997,9,SB/WB,DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1458,1,1459,0,1459,1459,128112,CUSTER AVE SE,1410,33.718344999999999,-84.341469000000004,9,SB/WB,DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1459,1,1460,0,1460,1460,128114,CUSTER AVE SE,1378,33.717359999999999,-84.343001000000001,9,SB/WB,DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1460,1,1461,0,1461,1461,128128,FLAT SHOALS RD SE,KEYSTONE DR,33.723376999999999,-84.318268000000003,74,SB/WB,DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1461,1,1462,0,1462,1462,128130,FLAT SHOALS RD,2051,33.724916999999998,-84.320734999999999,74,SB/WB,DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1462,1,1463,1,1463,1463,128132,FLAT SHOALS RD SE,FAYETTEVILLE RD,33.725839000000001,-84.322398000000007,74,SB/WB,DeKalb,Atlanta,city,089,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1463,1,1464,1,1464,1464,128134,CUSTER AVE SE,1278,33.715704000000002,-84.346183999999994,9,NB/EB,DeKalb,Atlanta,city,089,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1464,1,1465,0,1465,1465,128136,CUSTER AVE SE,1403,33.717225999999997,-84.343033000000005,9,NB/EB,DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1465,1,1466,0,1466,1466,128138,CUSTER AVE SE,THE MANOR,33.718165999999997,-84.341566000000000,9,NB/EB,DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1466,1,1467,0,1467,1467,128142,EASTLAND RD SE,FLATWOOD DR SE,33.718389999999999,-84.339023999999995,9,NB/EB,DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1467,1,1468,0,1468,1468,128144,EASTLAND RD SE,GLYNN DR SE,33.718586999999999,-84.337665000000001,9,NB/EB,DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1468,1,1469,0,1469,1469,128146,EASTLAND RD SE,HAZEL DR SE,33.718631999999999,-84.335111999999995,9,NB/EB,DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1469,1,1470,1,1470,1470,128151,BOULDERCREST DR SE,FAYETTEVILLE RD SE,33.719268999999997,-84.330111000000002,32,SB/WB,DeKalb,Atlanta,city,089,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1470,1,1471,0,1471,1471,128152,BOULDERCREST RD SE,1504,33.713092000000003,-84.329396000000003,32,SB/WB,DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1471,1,1472,0,1472,1472,128153,BOULDERCREST RD,CECILIA DR,33.716679999999997,-84.329960000000000,32,SB/WB,DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1472,1,1473,0,1473,1473,128158,BOULDERCREST RD SE,2000,33.697980000000001,-84.324637999999993,32,SB/WB,DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1473,1,1474,1,1474,1474,128169,VICKI LN SE,FLAGSTONE DR SE,33.711319000000003,-84.314760000000007,34,SB/WB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1474,1,1475,1,1475,1475,128170,FLINTWOOD DR SE,ROCKCLIFF RD SE,33.710253999999999,-84.313793000000004,34,SB/WB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1475,1,1476,0,1476,1476,128176,BOULDERCREST RD,TOWN COUNTRY DR,33.709932000000002,-84.330090999999996,32,SB/WB,DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1476,1,1477,0,1477,1477,128184,BOULDERCREST RD,1470,33.714972000000003,-84.329819999999998,32,SB/WB,DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1477,1,1478,0,1478,1478,128186,BOULDERCREST RD,MARY LOU LN,33.702565000000000,-84.326418000000004,32,SB/WB,DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1478,1,1479,0,1479,1479,128188,BOULDERCREST RD,1725,33.707363000000001,-84.328362999999996,32,SB/WB,DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1479,1,1480,1,1480,1480,128190,CECILIA DR SE,BOULDERCREST RD SE,33.717244999999998,-84.329830999999999,9,SB/WB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1480,1,1481,1,1481,1481,128192,BOULDERCREST DR SE,ORANGE BLOSSOM TER SE,33.723055000000002,-84.332113000000007,32,SB/WB,DeKalb,Atlanta,city,089,11454,1304000,503991,9,3685.000000000000000,136.770000000000010
1481,1,1482,0,1482,1482,128196,BOULDERCREST RD SE,GATES DR SE,33.708204000000002,-84.329352000000000,32,SB/WB,DeKalb, , ,089,0, ,0,0,0.000000000000000,0.000000000000000
1482,1,1483,1,1483,1483,129002,SOMBRERO WAY SE,HORSESHOE DR SE,33.697909000000003,-84.309830000000005,34,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1483,1,1484,1,1484,1484,129004,HORSESHOE DR,WEE KIRK RD,33.699579999999997,-84.309970000000007,34,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1484,1,1485,1,1485,1485,129005,WHITES MILL RD,BRANDENBERRY DR,33.709006000000002,-84.294561999999999,74,SB/WB,DeKalb,Panthersville,Census Designated Place,089,11831,1359080,9647,5,2614.400000000000091,3.690000000000000
1485,1,1486,1,1486,1486,129006,WEE KIRK RD SE,CLOVERLEAF DR SE,33.700330000000001,-84.308509999999998,34,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1486,1,1487,1,1487,1487,129008,WEE KIRK RD SE,GRESHAM RD SE,33.700920000000004,-84.307590000000005,34,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1487,1,1488,1,1488,1488,129009,FLAT SHOALS RD,COOK RD,33.716285999999997,-84.306511999999998,74,SB/WB,DeKalb,Candler-McAfee,Census Designated Place,089,11774,1312834,23377,6,3349.099999999999909,6.980000000000000
1488,1,1489,1,1489,1489,129010,GRESHAM RD SE,2926,33.703234999999999,-84.307699000000000,34,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1489,1,1490,1,1490,1490,129011,FLAT SHOALS RD,2ND AVE,33.718730000000001,-84.308999999999997,74,SB/WB,DeKalb,Candler-McAfee,Census Designated Place,089,11774,1312834,23377,6,3349.099999999999909,6.980000000000000
1490,1,1491,1,1491,1491,129012,GRESHAM RD SE,TALLY HO DR SE,33.704363000000001,-84.308340000000001,34,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
1491,1,1492,1,1492,1492,129014,BOULDERVIEW DR SE,SAHARA DR,33.705374999999997,-84.311295000000001,34,NB/EB,DeKalb,Gresham Park,Census Designated Place,089,11810,1335240,8127,5,2892.199999999999818,2.810000000000000
